"lid","reporter","indicator","unit"
59133,"Slovakia","(a) Taxes less subsidies on products","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
58706,"Slovenia","(a) Taxes less subsidies on products","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
76716,"Turkey","(a) Taxes less subsidies on products","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
85643,"Ukraine","(a) Taxes less subsidies on products","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
87788,"Albania","(a) ","NCU m (incl. 'euro fixed' series)"
103489,"Belarus","(a) ","NCU m (incl. 'euro fixed' series)"
74735,"Bosnia and Herzegovina","(a) ","NCU m (incl. 'euro fixed' series)"
62352,"Bulgaria","(a) ","NCU m (incl. 'euro fixed' series)"
62441,"Croatia","(a) ","NCU m (incl. 'euro fixed' series)"
58210,"Czechia","(a) ","NCU m (incl. 'euro fixed' series)"
58316,"Estonia","(a) ","NCU m (incl. 'euro fixed' series)"
58433,"Hungary","(a) ","NCU m (incl. 'euro fixed' series)"
67248,"Kazakhstan","(a) ","NCU m (incl. 'euro fixed' series)"
86265,"Kosovo","(a) ","NCU m (incl. 'euro fixed' series)"
58924,"Latvia","(a) ","NCU m (incl. 'euro fixed' series)"
58815,"Lithuania","(a) ","NCU m (incl. 'euro fixed' series)"
92767,"Moldova","(a) ","NCU m (incl. 'euro fixed' series)"
70358,"Montenegro","(a) ","NCU m (incl. 'euro fixed' series)"
62508,"North Macedonia","(a) ","NCU m (incl. 'euro fixed' series)"
59029,"Poland","(a) ","NCU m (incl. 'euro fixed' series)"
59072,"Romania","(a) ","NCU m (incl. 'euro fixed' series)"
110223,"Russia","(a) ","NCU m (incl. 'euro fixed' series)"
58518,"Serbia","(a) ","NCU m (incl. 'euro fixed' series)"
59093,"Slovakia","(a) ","NCU m (incl. 'euro fixed' series)"
58664,"Slovenia","(a) ","NCU m (incl. 'euro fixed' series)"
77427,"Turkey","(a) ","NCU m (incl. 'euro fixed' series)"
74672,"Ukraine","(a) ","NCU m (incl. 'euro fixed' series)"
87851,"Albania","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
103510,"Belarus","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
74755,"Bosnia and Herzegovina","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
62353,"Bulgaria","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
62442,"Croatia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
58211,"Czechia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
58317,"Estonia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
58434,"Hungary","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
70154,"Kazakhstan","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
86330,"Kosovo","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
58925,"Latvia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
58816,"Lithuania","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
103424,"Moldova","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
70378,"Montenegro","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
62509,"North Macedonia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
59030,"Poland","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
62595,"Romania","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
110287,"Russia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
58519,"Serbia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
59094,"Slovakia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
58665,"Slovenia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
77448,"Turkey","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
74692,"Ukraine","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
87809,"Albania","(a) ","in % of GDP"
103531,"Belarus","(a) ","in % of GDP"
80296,"Bosnia and Herzegovina","(a) ","in % of GDP"
80315,"Bulgaria","(a) ","in % of GDP"
80377,"Croatia","(a) ","in % of GDP"
80334,"Czechia","(a) ","in % of GDP"
80357,"Estonia","(a) ","in % of GDP"
80398,"Hungary","(a) ","in % of GDP"
80419,"Kazakhstan","(a) ","in % of GDP"
86286,"Kosovo","(a) ","in % of GDP"
80461,"Latvia","(a) ","in % of GDP"
80440,"Lithuania","(a) ","in % of GDP"
92789,"Moldova","(a) ","in % of GDP"
80481,"Montenegro","(a) ","in % of GDP"
80501,"North Macedonia","(a) ","in % of GDP"
80523,"Poland","(a) ","in % of GDP"
80544,"Romania","(a) ","in % of GDP"
110245,"Russia","(a) ","in % of GDP"
80564,"Serbia","(a) ","in % of GDP"
80606,"Slovakia","(a) ","in % of GDP"
80585,"Slovenia","(a) ","in % of GDP"
80646,"Turkey","(a) ","in % of GDP"
80626,"Ukraine","(a) ","in % of GDP"
87789,"Albania","(a) ","NCU m (incl. 'euro fixed' series)"
103490,"Belarus","(a) ","NCU m (incl. 'euro fixed' series)"
74736,"Bosnia and Herzegovina","(a) ","NCU m (incl. 'euro fixed' series)"
62354,"Bulgaria","(a) ","NCU m (incl. 'euro fixed' series)"
62443,"Croatia","(a) ","NCU m (incl. 'euro fixed' series)"
58212,"Czechia","(a) ","NCU m (incl. 'euro fixed' series)"
58318,"Estonia","(a) ","NCU m (incl. 'euro fixed' series)"
58435,"Hungary","(a) ","NCU m (incl. 'euro fixed' series)"
67249,"Kazakhstan","(a) ","NCU m (incl. 'euro fixed' series)"
86266,"Kosovo","(a) ","NCU m (incl. 'euro fixed' series)"
58926,"Latvia","(a) ","NCU m (incl. 'euro fixed' series)"
58817,"Lithuania","(a) ","NCU m (incl. 'euro fixed' series)"
92768,"Moldova","(a) ","NCU m (incl. 'euro fixed' series)"
70359,"Montenegro","(a) ","NCU m (incl. 'euro fixed' series)"
62510,"North Macedonia","(a) ","NCU m (incl. 'euro fixed' series)"
59031,"Poland","(a) ","NCU m (incl. 'euro fixed' series)"
59073,"Romania","(a) ","NCU m (incl. 'euro fixed' series)"
110224,"Russia","(a) ","NCU m (incl. 'euro fixed' series)"
58520,"Serbia","(a) ","NCU m (incl. 'euro fixed' series)"
59095,"Slovakia","(a) ","NCU m (incl. 'euro fixed' series)"
58666,"Slovenia","(a) ","NCU m (incl. 'euro fixed' series)"
77428,"Turkey","(a) ","NCU m (incl. 'euro fixed' series)"
74673,"Ukraine","(a) ","NCU m (incl. 'euro fixed' series)"
87852,"Albania","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
103511,"Belarus","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
74756,"Bosnia and Herzegovina","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
62355,"Bulgaria","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
62444,"Croatia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
58213,"Czechia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
58319,"Estonia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
58436,"Hungary","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
70155,"Kazakhstan","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
86331,"Kosovo","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
58927,"Latvia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
58818,"Lithuania","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
103425,"Moldova","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
70379,"Montenegro","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
62511,"North Macedonia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
59032,"Poland","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
62596,"Romania","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
110288,"Russia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
58521,"Serbia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
59096,"Slovakia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
58667,"Slovenia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
77449,"Turkey","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
74693,"Ukraine","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
87810,"Albania","(a) ","in % of GDP"
103532,"Belarus","(a) ","in % of GDP"
80297,"Bosnia and Herzegovina","(a) ","in % of GDP"
80316,"Bulgaria","(a) ","in % of GDP"
80378,"Croatia","(a) ","in % of GDP"
80335,"Czechia","(a) ","in % of GDP"
80358,"Estonia","(a) ","in % of GDP"
80399,"Hungary","(a) ","in % of GDP"
80420,"Kazakhstan","(a) ","in % of GDP"
86287,"Kosovo","(a) ","in % of GDP"
80462,"Latvia","(a) ","in % of GDP"
80441,"Lithuania","(a) ","in % of GDP"
92790,"Moldova","(a) ","in % of GDP"
80482,"Montenegro","(a) ","in % of GDP"
80502,"North Macedonia","(a) ","in % of GDP"
80524,"Poland","(a) ","in % of GDP"
80545,"Romania","(a) ","in % of GDP"
110246,"Russia","(a) ","in % of GDP"
80565,"Serbia","(a) ","in % of GDP"
80607,"Slovakia","(a) ","in % of GDP"
80586,"Slovenia","(a) ","in % of GDP"
80647,"Turkey","(a) ","in % of GDP"
80627,"Ukraine","(a) ","in % of GDP"
87790,"Albania","(a) ","NCU m (incl. 'euro fixed' series)"
103491,"Belarus","(a) ","NCU m (incl. 'euro fixed' series)"
74737,"Bosnia and Herzegovina","(a) ","NCU m (incl. 'euro fixed' series)"
62356,"Bulgaria","(a) ","NCU m (incl. 'euro fixed' series)"
62445,"Croatia","(a) ","NCU m (incl. 'euro fixed' series)"
58214,"Czechia","(a) ","NCU m (incl. 'euro fixed' series)"
58320,"Estonia","(a) ","NCU m (incl. 'euro fixed' series)"
58437,"Hungary","(a) ","NCU m (incl. 'euro fixed' series)"
67250,"Kazakhstan","(a) ","NCU m (incl. 'euro fixed' series)"
86267,"Kosovo","(a) ","NCU m (incl. 'euro fixed' series)"
58928,"Latvia","(a) ","NCU m (incl. 'euro fixed' series)"
58819,"Lithuania","(a) ","NCU m (incl. 'euro fixed' series)"
92769,"Moldova","(a) ","NCU m (incl. 'euro fixed' series)"
70360,"Montenegro","(a) ","NCU m (incl. 'euro fixed' series)"
62512,"North Macedonia","(a) ","NCU m (incl. 'euro fixed' series)"
59033,"Poland","(a) ","NCU m (incl. 'euro fixed' series)"
59074,"Romania","(a) ","NCU m (incl. 'euro fixed' series)"
110225,"Russia","(a) ","NCU m (incl. 'euro fixed' series)"
58522,"Serbia","(a) ","NCU m (incl. 'euro fixed' series)"
59097,"Slovakia","(a) ","NCU m (incl. 'euro fixed' series)"
58668,"Slovenia","(a) ","NCU m (incl. 'euro fixed' series)"
77429,"Turkey","(a) ","NCU m (incl. 'euro fixed' series)"
74674,"Ukraine","(a) ","NCU m (incl. 'euro fixed' series)"
87853,"Albania","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
103512,"Belarus","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
74757,"Bosnia and Herzegovina","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
62357,"Bulgaria","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
62446,"Croatia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
58215,"Czechia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
58321,"Estonia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
58438,"Hungary","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
70156,"Kazakhstan","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
86332,"Kosovo","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
58929,"Latvia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
58820,"Lithuania","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
103426,"Moldova","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
70380,"Montenegro","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
62513,"North Macedonia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
59034,"Poland","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
62597,"Romania","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
110289,"Russia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
58523,"Serbia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
59098,"Slovakia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
58669,"Slovenia","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
77450,"Turkey","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
74694,"Ukraine","(a) ","NCU m, 2015 reference prices (prev. year prices, incl. 'euro fixed' series)"
